unique_no,sex,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sign,smokes,speaks,status,question1,question2,question3,question4,question5,weight
6248,m,50,fit,anything,socially,never,graduated from masters program,white,68,-1,,"berkeley, california",doesn&rsquo;t want kids,gay,likes dogs and likes cats,other,aquarius,no,english,single,4,2,5,3,6,67
6249,f,36,athletic,anything,socially,never,graduated from college/university,white,68,-1,artistic / musical / writer,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism,capricorn,no,english,single,6,1,4,5,2,67
6250,f,28,fit,anything,often,never,working on masters program,black,68,-1,student,"berkeley, california",,straight,,other,aquarius,no,english,single,10,7,7,10,9,56
6251,m,46,average,anything,socially,never,graduated from two-year college,white,69,70000,computer / hardware / software,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism,aries,no,english,single,3,1,6,5,10,73
6252,m,22,average,anything,socially,never,working on college/university,white,75,-1,student,"berkeley, california",,straight,likes dogs and likes cats,other,aquarius,no,english,single,10,5,7,9,3,77
6253,f,26,fat,anything,socially,never,working on law school,white,67,20000,student,"berkeley, california",,straight,likes dogs and likes cats,other,sagittarius,no,english,single,6,10,5,8,3,85
6254,f,44,fat,other,socially,never,graduated from masters program,white,66,-1,education / academia,"berkeley, california",doesn&rsquo;t want kids,gay,,christianity,aries,no,english,single,9,3,3,5,10,87
6255,m,42,athletic,anything,socially,never,graduated from masters program,white,73,-1,executive / management,"berkeley, california",,gay,,agnosticism,aquarius,no,english,single,5,10,10,2,6,84
6256,m,44,average,anything,socially,sometimes,graduated from college/university,white,75,-1,artistic / musical / writer,"berkeley, california",has kids,straight,has dogs,buddhism,pisces,no,english,single,2,1,6,3,5,53
6257,m,37,fat,anything,socially,never,graduated from high school,white,74,-1,science / tech / engineering,"berkeley, california",,straight,likes dogs and has cats,other,pisces,no,english,single,5,7,1,2,1,58
6258,m,61,athletic,anything,socially,never,graduated from college/university,white,75,100000,artistic / musical / writer,"berkeley, california",,gay,likes dogs,other,pisces,no,"english,",single,1,6,8,2,4,52
6259,m,21,thin,anything,socially,sometimes,working on college/university,white,73,-1,student,"berkeley, california",,gay,likes cats,atheism,scorpio,sometimes,english,single,1,9,3,9,1,71
6260,m,29,average,anything,socially,never,graduated from college/university,white,69,-1,science / tech / engineering,"palo alto, california",,straight,,atheism,capricorn,no,english,single,10,5,2,10,4,94
6261,m,32,average,anything,socially,never,dropped out of college/university,asian,67,-1,,"san francisco, california",,straight,,catholicism,sagittarius,,english,single,9,5,1,8,9,61
6262,m,45,average,anything,socially,sometimes,graduated from two-year college,white,72,30000,entertainment / media,"berkeley, california",doesn&rsquo;t want kids,straight,,atheism,virgo,no,english,single,1,8,6,2,2,89
6263,m,45,fit,anything,socially,sometimes,graduated from college/university,white,71,-1,sales / marketing / biz dev,"san francisco, california","doesn&rsquo;t have kids, but might want them",gay,,agnosticism,scorpio,no,"english,",single,7,4,10,2,10,98
6264,m,34,average,anything,socially,never,graduated from ph.d program,hispanic   latin  white,65,-1,science / tech / engineering,"san bruno, california",doesn&rsquo;t have kids,straight,,catholicism,scorpio,no,"english,",single,6,3,7,10,10,64
6265,m,31,athletic,anything,socially,never,graduated from college/university,hispanic   latin  white,68,-1,,"san francisco, california",,straight,likes dogs,other,cancer,no,english,single,5,9,8,9,4,91
6266,f,38,athletic,vegetarian,socially,never,,white,63,-1,,"san francisco, california",,straight,has dogs,other,aries,no,english,single,10,1,3,1,10,81
6267,f,52,fat,anything,not at all,never,graduated from high school,black,67,-1,education / academia,"san pablo, california",has kids,straight,has dogs and likes cats,christianity,capricorn,no,english,single,4,5,9,2,7,82
6268,f,35,athletic,anything,socially,never,graduated from masters program,black,64,-1,other,"oakland, california",,straight,,judaism,pisces,no,english,single,5,6,8,4,6,91
6269,f,43,thin,anything,socially,never,graduated from college/university,black,66,-1,artistic / musical / writer,"san francisco, california",doesn&rsquo;t want kids,straight,has cats,other,pisces,no,english,single,4,1,10,9,5,50
6270,m,27,thin,anything,often,never,graduated from college/university,other,67,20000,student,"san francisco, california",,bisexual,likes dogs,other,taurus,,english,single,7,10,10,7,2,97
6271,m,26,average,anything,socially,never,working on college/university,white,71,-1,student,"half moon bay, california",doesn&rsquo;t want kids,straight,has dogs and likes cats,agnosticism,aries,no,english,single,4,9,1,8,2,53
6272,m,41,average,anything,socially,never,graduated from college/university,asian,66,-1,other,"san francisco, california",,straight,likes dogs and likes cats,catholicism,leo,no,english,single,6,7,3,4,1,63
6273,m,32,average,anything,socially,never,graduated from college/university,asian,66,-1,science / tech / engineering,"san francisco, california",has kids,straight,likes dogs and likes cats,agnosticism,virgo,when drinking,english,single,1,6,10,4,4,78
6274,m,27,average,anything,socially,never,graduated from college/university,white,69,-1,computer / hardware / software,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,catholicism,aries,no,english,single,9,5,9,1,2,63
6275,m,32,athletic,anything,socially,never,graduated from college/university,white,72,-1,,"oakland, california",,straight,has dogs,other,aries,no,english,single,2,10,9,2,1,86
6276,m,28,athletic,anything,socially,never,working on masters program,hispanic   latin,70,-1,artistic / musical / writer,"oakland, california",,gay,,atheism,aries,no,english,single,8,2,3,10,7,95
6277,m,36,average,anything,often,never,,asian,68,-1,science / tech / engineering,"san francisco, california",,straight,,agnosticism,aries,sometimes,"english,",single,10,3,8,6,10,51
6278,m,29,athletic,anything,socially,never,working on masters program,white,71,20000,education / academia,"oakland, california",,straight,likes cats,christianity,virgo,,english,single,9,2,6,9,4,62
6279,m,40,thin,anything,socially,sometimes,graduated from ph.d program,white,67,-1,science / tech / engineering,"san carlos, california",,gay,dislikes dogs and likes cats,atheism,pisces,no,english,single,5,1,8,5,5,66
6280,m,18,thin,anything,socially,never,graduated from high school,hispanic   latin  white,65,-1,,"san leandro, california",,gay,,other,virgo,yes,english,single,9,3,2,3,10,66
6281,f,66,fat,vegetarian,rarely,never,graduated from masters program,other,63,-1,other,"san francisco, california",has kids,straight,has cats,judaism,capricorn,no,english,single,9,10,7,1,3,87
6282,f,66,average,anything,socially,never,graduated from two-year college,white,67,-1,retired,"menlo park, california",has kids,straight,,agnosticism,scorpio,sometimes,english,single,5,5,6,5,5,98
6283,m,26,average,anything,socially,never,,middle eastern,73,-1,other,"san francisco, california",,straight,,other,aquarius,no,"english,",single,4,5,5,8,1,92
6284,m,27,athletic,anything,socially,never,graduated from college/university,hispanic   latin,67,-1,medicine / health,"san francisco, california",,straight,,other,virgo,,english,single,6,9,3,4,9,79
6285,m,22,fit,anything,socially,never,working on college/university,middle eastern  white,70,-1,clerical / administrative,"berkeley, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",gay,dislikes dogs and dislikes cats,other,pisces,yes,english,single,3,6,10,10,10,64
6286,f,29,fat,anything,socially,never,graduated from masters program,middle eastern  white,63,-1,,"san francisco, california",,straight,has dogs,other,pisces,no,"english,",single,7,5,1,9,5,99
6287,m,23,average,anything,socially,sometimes,working on college/university,hispanic   latin  white,71,20000,student,"berkeley, california",,straight,has dogs and likes cats,agnosticism,cancer,when drinking,english,single,2,5,1,4,5,64
6288,m,27,fit,anything,often,never,graduated from college/university,white,73,-1,entertainment / media,"san francisco, california",,straight,likes dogs and has cats,other,leo,no,english,single,8,1,4,4,9,75
6289,m,28,average,anything,socially,never,working on space camp,white,75,40000,,"walnut creek, california",,straight,likes dogs and likes cats,agnosticism,leo,no,english,seeing someone,1,2,6,3,9,66
6290,m,29,fit,anything,often,never,graduated from college/university,white,74,-1,other,"san francisco, california",,straight,likes dogs and dislikes cats,atheism,scorpio,no,"english,",single,7,4,6,5,3,77
6291,f,29,fit,anything,socially,never,working on ph.d program,white,67,-1,student,"oakland, california",,straight,has dogs,judaism,scorpio,,english,single,9,9,3,1,7,55
6292,f,30,fit,anything,socially,never,graduated from college/university,white,69,-1,entertainment / media,"san francisco, california",,straight,has dogs,other,scorpio,no,english,single,9,7,9,1,9,95
6293,f,23,average,vegetarian,socially,never,working on college/university,white,62,20000,student,"fremont, california",doesn&rsquo;t have kids,bisexual,likes dogs and dislikes cats,atheism,gemini,no,english,seeing someone,5,1,9,8,9,60
6294,f,47,average,anything,socially,never,,white,65,-1,,"castro valley, california",,straight,,other,gemini,,english,single,9,3,3,7,5,77
6295,m,36,fit,anything,often,never,graduated from college/university,white,70,-1,computer / hardware / software,"berkeley, california",,straight,,atheism,gemini,no,"english,",single,5,2,7,2,9,61
6296,m,39,athletic,anything,socially,never,graduated from masters program,white,69,-1,,"san francisco, california",doesn&rsquo;t want kids,straight,,atheism,gemini,no,english,single,2,4,1,9,7,62
6297,f,60,average,anything,socially,never,,asian  black  native american,64,-1,other,"oakland, california",,straight,likes dogs and dislikes cats,christianity,gemini,,english,single,3,4,8,2,1,82
6298,m,26,athletic,anything,socially,never,graduated from college/university,white,69,-1,other,"berkeley, california",,straight,likes dogs,agnosticism,pisces,when drinking,english,single,9,2,7,1,10,88
6299,m,61,fit,anything,rarely,never,graduated from college/university,white,69,-1,other,"san francisco, california",,gay,likes dogs,other,cancer,no,english,single,9,2,4,5,9,69
6300,m,33,average,anything,socially,never,graduated from college/university,white,72,-1,science / tech / engineering,"san francisco, california",,straight,likes dogs and likes cats,other,gemini,no,english,single,5,8,9,4,6,53
6301,f,58,thin,anything,socially,never,graduated from masters program,white,61,-1,other,"oakland, california",doesn&rsquo;t have kids,straight,has cats,atheism,gemini,no,english,single,7,4,5,2,7,95
6302,m,30,fit,anything,socially,never,working on ph.d program,white,72,60000,entertainment / media,"san francisco, california",,straight,likes cats,atheism,scorpio,no,english,single,7,9,2,5,1,77
6303,m,27,athletic,anything,socially,never,graduated from college/university,white,75,50000,military,"san francisco, california",,straight,has dogs and likes cats,judaism,aquarius,when drinking,english,single,8,5,1,4,10,76
6304,m,29,fit,vegetarian,socially,never,,other,70,-1,transportation,"san francisco, california",,straight,,other,capricorn,no,english,single,1,7,3,8,3,63
6305,m,62,fit,anything,socially,never,graduated from college/university,white,73,-1,law / legal services,"belvedere tiburon, california",has kids,straight,likes dogs and likes cats,christianity,capricorn,no,english,single,10,5,10,6,4,52
6306,m,22,fit,anything,socially,sometimes,working on college/university,white,68,80000,student,"san pablo, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,,other,pisces,when drinking,english,single,1,1,5,7,6,84
